Tweet,GT Target,GT Stance,Mapped Target,Generated Targets,Best Gen Target
"As they struggle to deal with a poisonous environment and waste that must be safeguarded for thousands of years , they will certainly wonder what possessed us to do this .",nuclear energy,NONE,nuclear energy,"['waste', 'environmental protection', 'waste management', 'wastewater management', 'toxic environment']",environmental protection
"In September 2003 , Israel bombed a Syrian reactor under construction .",nuclear energy,NONE,marijuana legalization,"['syria', 'reliability', 'reliable systems', 'relay', 'relativization', 'relational systems', 'security']",relativization
The process of mining and refining uranium has nât been a clean process .,nuclear energy,AGAINST,nuclear energy,"['uranium', 'refinement', 'mining']",uranium
"It is pretty expensive to mine , refine and transport uranium .",nuclear energy,AGAINST,nuclear energy,"['uranium', 'refinement', 'transport', 'uranium mine', 'resource']",uranium
Is nuclear power the answer for a warming planet ?,nuclear energy,NONE,nuclear energy,"['nuclear power', 'climate change', 'energy efficiency', 'energy consumption', 'energy-efficient']",nuclear power
Although it is not expected to be ready for 50-100 years it holds the most promise for nuclear energy .,nuclear energy,FAVOR,nuclear energy,"['nuclear energy', 'nuclear power', 'nuclear reactors', 'nuclear energy lifecycle']",nuclear energy
"Retrieved May 22 , 2016 .",nuclear energy,NONE,death penalty,['retrieved'],retrieved
"This was the lowest level of support for nuclear since 2001 , and significantly down from the 2010 peak of 62 % in favor , versus 33 % opposed .",nuclear energy,NONE,nuclear energy,"['nuclear', 'nuclear power', 'nuclear security']",nuclear
"It is true that the uranium mining process produces greenhouse gas emissions , but then again , so does the process of creating renewable solar panels and wind turbines .",nuclear energy,NONE,nuclear energy,"['uranium mining', 'greenhouse gas emissions', 'renewable solar panels', 'wind turbines', 'green it', 'green power', 'green energy', 'green technology', 'green computing', 'green-energy', 'green grid', 'greenestream', 'green design', 'green']",green energy
France no longer has the means to enrich uranium beyond reactor-grade .,nuclear energy,NONE,nuclear energy,"['nuclear enrichment', 'nuclear power', 'nuclear security']",nuclear power
"The size of the estimated subsidy per reactor per year was $ 60 million prior to the 1982 amendments , and up to $ 22 million following the 1988 amendments .",nuclear energy,NONE,nuclear energy,"['subsidies per reactor per year', 'nuclear power', 'nuclear energy', 'nuclear reactors']",nuclear energy
"In addition , the same know-how used to design nuclear power plants can to a certain extent be used to build nuclear weapons ( nuclear proliferation ) .",nuclear energy,AGAINST,nuclear energy,"['nuclear power plant', 'nuclear proliferation', 'nuclear power system', 'nuclear technology', 'nuclear design']",nuclear power plant
"In respect to Pakistan , which he may have had in mind , there is certainly a link between military and civil , but that is part of the reason it remains outside the NPT .",nuclear energy,NONE,death penalty,"['civil', 'military', 'post-colonial', 'postcolonial', 'e-government', 'ejghanistan', 'eghanistan']",post-colonial
"According to Ian Fairlie , it "" resulted in a public outcry and media debate in Germany which has received little attention elsewhere "" .",nuclear energy,NONE,Donald Trump,"['media debate', 'european economy', 'europa', 'europareto', 'europesan economy']",europesan economy
Energy conservation is seven times more cost-effective than nuclear power .,nuclear energy,AGAINST,nuclear energy,"['energy conservation', 'nuclear power', 'energy efficiency', 'energy-efficient design']",nuclear power
"It is widely accepted as a somewhat dangerous , potentially problematic , but manageable source of generating electricity .",nuclear energy,NONE,nuclear energy,"['electricity', 'power generation', 'distributed computing', 'power grid']",power grid
"While the casualties were not as high as with the Chernobyl accident , the environmental effects were disasterous .",nuclear energy,AGAINST,nuclear energy,"['chernobyl', 'environmental effects', 'disasterous effects', 'humanitarian impact', 'disasters']",environmental effects
"They have to varying degrees either changed their public stance , or conceded that since nuclear power is virtually emission-free regarding CO2 , it merits at least grudging support as part of the response to increasing atmospheric CO2 levels and depletion of fossil fuels .",nuclear energy,FAVOR,nuclear energy,"['nuclear power', 'carbon dioxide', 'carbon sequestration', 'carbon-sequential', 'green it', 'carbon nanotube', 'carbon emission reduction']",nuclear power
"He said that the susceptibility of democratic governments to electoral pressure was being exploited as never before â¦ Locally , mysteriously financed pressure groups were trying to force governments into irrational decisions through high powered arousal of emotions based on false evidence .",nuclear energy,NONE,Bernie Sanders,"['electoral pressure', 'emotions', 'electronic democracy', 'democratic accountability', 'electoral fraud', 'elective democracy']",democratic accountability
"It is nât waste , it is unused fuel .",nuclear energy,NONE,nuclear energy,"['fuel', 'energy', 'sustainability']",energy
"Controlled fire transformed our diet , physiology , psychology , language , social structure , technologies , and our relationship to ...",nuclear energy,NONE,nuclear energy,"['diet physiology', 'social structure technologies', 'social media', 'social computing', 'social science']",social structure technologies
"For corporate lobbying and nuclear supporters , see Pro-nuclear movement .",nuclear energy,NONE,nuclear energy,"['pro-nuclear', 'pro- nuclear movement', 'progressive movement', 'nuclear power', 'protest']",nuclear power
"Hydro and liquefied gas are the greatest killers , even before coal , but do environmentalists care ?",nuclear energy,FAVOR,nuclear energy,"['hydro and liquefied gas', 'environmental protection']",hydro and liquefied gas
"Important eyewitnesses of the early days of CANE would include Bill Hare , Andrew Masterson , the novelist and John Hallam ( who joined CANE from the Australia Party , John is still very active on nuclear issues with FOE , Kim Doohan , Peter Garrett , Professor Ian Clark , Robyn Juniper , ex-Minister of Aboriginal Affairs - Judyth Watson , Kingley Palmer ex-head of Institute of Aboriginal Studies in Canberra .",nuclear energy,NONE,nuclear energy,"['canE', 'nuclear', 'aboriginal', 'indigenous', 'citizen-computer interaction', 'crisis informatics', 'civic engagement', 'census', 'crowdsourcing', 'cots', 'cbc', 'cscw', 'cascw']",nuclear
Western suppliers have no customers failing to conform to stringent accounting and auditing requirements .,nuclear energy,NONE,nuclear energy,"['accounting', 'auditing', 'electronic commerce', 'electronics', 'electrical commerce', 'software engineering', 'electro-electronic markets', 'electelectronic marketplaces', 'electrowetting', 'electrewire', 'electra-electronics']",electrical commerce
"Only Plutonium and Uranium are feasible in nuclear weapons , and uranium is not a waste product .",nuclear energy,NONE,nuclear energy,"['plutonium', 'Uranium', 'nuclear weapons', 'nuclear waste product', 'nuclear power', 'nuclear reactors', 'nuclear fuel', 'nuclear material', 'nuclear energy', 'nuclear technology', 'nuclear storage', 'nuclear repository', 'nuclear resource', 'nuclear test']",nuclear energy
"Abandoned mines from the Cold War era continue to pose contamination problems in the Navajo Nation.Ã ( Today , most of the uranium used in American reactors comes from Canada , Australia , and Russia . )",nuclear energy,AGAINST,nuclear energy,"['mine contamination', 'resilience', 'reservation', 'resumptions', 'mining operations', 'mining mine']",mining operations
"They are much more expensive , and the energy that comes out is of inferior quality .",nuclear energy,NONE,nuclear energy,"['energy', 'energy efficiency', 'energy consumption']",energy
"Nuclear power is once again considered a prominent alternative , despite the disregard it was met with in the 1970s .",nuclear energy,FAVOR,nuclear energy,"['nuclear power', 'power management', 'nuclear reactors', 'nuclear energy', 'nuclear-power']",nuclear energy
Many nations are committed to a new programme of investment in such energy .,nuclear energy,NONE,nuclear energy,"['energy', 'investment in renewable energy', 'energy efficiency']",energy
